candidate,state,district,office,year,party,website_url,has_url,captured
Arthur Wayne Johnson,GA,02,house,2022,R,https://www.johnsonsenate.com/,True,False
Arthur Wayne Johnson,GA,02,house,2024,R,https://www.johnsoncongress.com,True,True
Arthur Wayne Johnson,GA,00,senate,2020,R,https://www.johnsonsenate.com/,True,True
Arthur Wayne Johnson,GA,00,senate,2022,R,https://www.johnsonsenate.com/,True,False
Arthur Willard Jr Radle,VA,08,house,2018,D,https://www.va8.com,True,True
Articia Bomer,MI,13,house,2020,R,https://www.bomer4congress.com,True,True
Articia Bomer,MI,12,house,2022,R,https://www.letsgobomer.com,True,False
Articia Bomer,MI,12,house,2024,R,https://www.letsgobomer.com,True,False
Arturo Pacheo Reyes,HI,01,house,2020,R,https://arturopreyes@facebook.com; arturopachecoreyes@facebook.com,False,True
Arturo Pacheo Reyes,HI,01,house,2022,R,https://arturopreyes@facebook.com; arturopachecoreyes@facebook.com,False,False
Arturo Pacheo Reyes,HI,01,house,2024,R,http://facebook.com/doc art pachec,False,False
Arun K Bhumitra,CA,00,senate,2018,R,https://arunbhumitraforussenate.com,True,True
Arun K Bhumitra,CA,00,senate,2020,R,https://arunbhumitraforussenate.com,True,False
Arun K Bhumitra,CA,00,senate,2022,R,https://arunbhumitraforussenate.com,True,True
Aruna Miller,MD,06,house,2018,D,http://www.arunamiller.net,True,True
Aruna Miller,MD,06,house,2020,D,http://www.arunamiller.net,True,False
Aruna Miller,MD,06,house,2022,D,https://www.arunamiller.com,True,True
Aruna Miller,MD,06,house,2024,D,https://www.arunamiller.com,True,True
Arunava Sanyal,NC,13,house,2018,D,https://www.sanyalforcongress.com,True,False
Aryeh Shudofsky,MD,08,house,2018,R,https://www.aryehforcongress.com,True,False
Aryeh Shudofsky,MD,08,house,2020,R,https://www.aryehforcongress.com,True,False
Aryeh Shudofsky,MD,08,house,2022,R,https://www.aryehforcongress.com,True,False
Aryeh Shudofsky,MD,08,house,2024,R,https://www.aryehforcongress.com,True,False
Asa Palagi,TX,35,house,2022,R,https://palagi.co,True,True
Asa Palagi,TX,35,house,2024,R,https://palagi.co,True,True
Ashley Ehasz,PA,01,house,2022,D,https://www.ehaszforcongress.com,True,True
Ashley Ehasz,PA,01,house,2024,D,https://www.ehaszforcongress.com,True,False
Ashley Jolin,UT,02,house,2020,D,https://jolinforcongress.com,True,False
Ashley Jolin,UT,02,house,2022,D,https://jolinforcongress.com,True,False
Ashley Jolin,UT,02,house,2024,D,https://jolinforcongress.com,True,False
Ashley Lunkenheimer,PA,05,house,2018,D,https://www.ashleylunkenheimer.com,True,True
Ashley Noelle Famera,HI,02,house,2020,D,https://electnoelle.com,True,True
Ashley Noelle Famera,HI,02,house,2022,D,https://electnoelle.com,True,True
Ashley Noelle Famera,HI,02,house,2024,D,https://electnoelle.com,True,False
Ashley Ramos,IL,02,house,2024,R,https://electashleyramos.com,True,True
Ashley Ward,NC,04,house,2022,D,https://ashleywardforcongress.com,True,True
Ashmi Sheth,NY,12,house,2022,D,https://ashmiforcongress.com,True,True
Ashmi Sheth,NY,12,house,2024,D,https://ashmiforcongress.com,True,True
Ashwani Jain,MD,06,house,2024,D,https://www.jainforcongress.com,True,True
Asia Lavonne,HI,00,senate,2022,R,https://asialavonne.org,True,True
Asia Lavonne,HI,00,senate,2024,R,https://asialavonne.org,True,True
Asif Dr. Mahmood,CA,40,house,2022,D,https://www.drasifmahmood.com/,True,True
Asif Dr. Mahmood,CA,40,house,2024,D,https://www.drasifmahmood.com/,True,True
Aston Donald Mceachin,VA,04,house,2018,D,https://www.donaldmceachin.com,True,True
Aston Donald Mceachin,VA,04,house,2020,D,https://www.donaldmceachin.com,True,False
Aston Donald Mceachin,VA,04,house,2022,D,https://www.donaldmceachin.com,True,False
Aston Donald Mceachin,VA,04,house,2024,D,https://www.donaldmceachin.com,True,True
Asusena Resendiz,TX,13,house,2020,R,https://asusena.com,True,True
Athansia Ms. Kyriakakos,MD,02,house,2024,D,https://siaforcongress.com,True,False
Atif Qarni,VA,10,house,2024,D,https://qarniforcongress.com,True,True
Attica Woodson Scott,KY,03,house,2022,D,https://atticaforcongress.com,True,True
Attica Woodson Scott,KY,03,house,2024,D,https://atticaforcongress.com,True,False
Atul Kumar Goel,NC,00,senate,2020,D,https://www.atulgoelforsenate.com,True,True
Audra Johnson,MI,03,house,2022,R,https://www.audraforcongress.com,True,False
Audra Johnson,MI,03,house,2024,R,https://www.audraforcongress.com,True,False
Audra Lee Brown,NM,03,house,2020,R,https://imfromnm.com,True,False
Audra Mrs. Lemons-Johnson,MI,03,house,2022,R,https://www.audraforcongress.com,True,False
Audra Mrs. Lemons-Johnson,MI,03,house,2024,R,https://www.audraforcongress.com,True,False
Audrey Denney,CA,01,house,2018,D,https://www.audreyforcongress.com,True,True
Audrey Henson,FL,13,house,2022,R,https://www.audreyhenson.com,True,True
Audrey Henson,FL,13,house,2024,R,https://www.audreyhenson.com,True,True
Audrey L Denney,CA,01,house,2020,D,https://www.audreyforcongress.com,True,True
Audrey L Denney,CA,01,house,2022,D,https://www.audreyforcongress.com,True,True
Audrey Richards,MO,07,house,2022,R,https://www.audreyformissouri.com,True,True
Audrey Richards,MO,07,house,2024,R,https://www.audreyformissouri.com,True,True
Audri Scott 1955 Williams,AL,02,house,2018,D,https://audriscottwilliams.com,True,True
Audri Scott 1955 Williams,AL,02,house,2020,D,https://audriscottwilliams.com,True,True
August (O'Neill) Deuser,IL,01,house,2018,R,https://www.deuser.us,True,True
August J Iv Rantz,LA,03,house,2018,R,https://www.gusrantz.com,True,True
August L Wolf,CT,00,senate,2016,R,https://www.wolf2016.com,True,True
August L Wolf,CT,00,senate,2018,R,https://www.wolf2016.com,True,False
August L Wolf,CT,00,senate,2020,R,https://www.wolf2016.com,True,False
August L Wolf,CT,00,senate,2022,R,https://www.wolf2016.com,True,False
August L Wolf,CT,00,senate,2024,R,https://www.wolf2016.com,True,False
August Lee Ii Pfluger,TX,11,house,2020,R,https://www.augustpfluger.com,True,True
August Lee Ii Pfluger,TX,11,house,2022,R,https://www.augustpfluger.com,True,True
August Lee Ii Pfluger,TX,11,house,2024,R,https://www.augustpfluger.com,True,True
Augustine H Reyes,TX,29,house,2018,D,https://augustinereyesforcongress.org,True,False
Augustine H Reyes,TX,29,house,2020,D,https://augustinereyesforcongress.org,True,False
Augustus Sol Invictus,FL,00,senate,2018,R,https://invictusforsenate.com,True,False
Auriol Sonia Pollard,SC,06,house,2022,R,https://soniamorrisforcongress.com,True,True
Austin C Smith,NY,01,house,2022,D,https://www.austinsmith2022.com,True,False
Austin C Smith,NY,01,house,2024,D,https://www.austinsmith2022.com,True,False
Austin D Winkelman,MN,06,house,2024,D,https://austin4rep.com,True,True
Austin James Tulp,MS,03,house,2020,R,https://www.jamestulp.com,True,True
Austin James Tulp,MS,03,house,2022,R,https://www.jamestulp.com,True,False
Austin James Tulp,MS,03,house,2024,R,https://www.jamestulp.com,True,False
Austin Jonathan Rucker,MO,05,house,2018,R,https://ruckerforcongress.com,True,False
Austin Leo Theriault,ME,02,house,2024,R,https://austinformaine.com,True,True
Austin Petersen,MO,00,senate,2018,R,https://austinpetersen.com,True,False
Austin Petersen,MO,00,senate,2020,R,https://austinpetersen.com,True,False
Austin Ronald Frerick,IA,03,house,2018,D,https://www.austinfrerick.com,True,True
Autry Pruitt,TX,21,house,2018,R,https://www.autryfortexas.com,True,True
Autry Pruitt,TX,21,house,2020,R,https://www.autryfortexas.com,True,False
Autry Pruitt,TX,21,house,2022,R,https://www.autryfortexas.com,True,False
Ava Pate,TX,18,house,2018,R,https://www.avapateforuscongress.com,True,True
Ava Pate,TX,18,house,2020,R,https://www.avapateforuscongress.com,True,True
Avery Frix,OK,02,house,2022,R,https://averyfrix.com,True,True
Avery Frix,OK,02,house,2024,R,https://averyfrix.com,True,True
Awbrey Tyler Hughlett,TX,32,house,2018,D,https://awbreyforcongress.com,True,False
Awbrey Tyler Hughlett,TX,32,house,2020,D,https://awbreyforcongress.com,True,False
Ayanna Pressley,MA,07,house,2018,D,https://ayannapressley.com,True,True
Ayanna Pressley,MA,07,house,2020,D,https://ayannapressley.com,True,True
Ayanna Pressley,MA,07,house,2022,D,https://ayannapressley.com,True,True
Ayanna Pressley,MA,07,house,2024,D,https://ayannapressley.com,True,True
Ayne Amjad,WV,03,house,2018,R,https://ayne2018.com,True,False
B Barry Massoudi,WA,00,senate,2006,R,https://www.ussenatecandidate.com,True,False
B Courtland Sykes,MO,00,senate,2018,R,https://sykesforsenate2018.com,True,False
B Courtland Sykes,MO,00,senate,2020,R,https://sykesforsenate2018.com,True,True
B Courtland Sykes,MO,00,senate,2022,R,https://sykesforsenate2018.com,True,False
B Courtland Sykes,MO,00,senate,2024,R,https://sykesforsenate2018.com,True,True
B.C. Mr. Hammond,MS,02,house,2020,R,http://www.hammond4house.com,True,True
Babak Rezaei,IN,09,house,2022,D,https://www.rezaeiforcongress.com/,True,False
Babette Peyton,IL,01,house,2022,R,https://www.babettepeytonforcongress.com,True,False
Babette Peyton,IL,01,house,2024,R,https://www.babettepeytonforcongress.com,True,False
Bader George Qarmout,NJ,00,senate,2012,R,https://www.bq2012.com,True,False
Bader George Qarmout,NJ,00,senate,2014,R,https://www.bq2012.com,True,False
Balaraju Raju Chinthala,IN,05,house,2024,R,https://www.rajuforcongress.com,True,True
Baltazar Mr. Fedalizo,CA,37,house,2022,R,https://baltazar4congress.com,True,False
Baltazar Mr. Fedalizo,CA,37,house,2024,R,https://baltazar4congress.com,True,False
Barack Obama,IL,00,senate,2002,D,https://barackobama.com,True,False
Barack Obama,IL,00,senate,2004,D,https://barackobama.com,True,False
Barack Obama,IL,00,senate,2006,D,https://www.barackobama.com,True,True
Barack Obama,IL,00,senate,2008,D,https://www.barackobama.com,True,True
Barack Obama,IL,00,senate,2010,D,https://www.barackobama.com,True,True
Barbara A Mikulski,MD,00,senate,2002,D,http://mikulski.senate.gov/,True,True
Barbara A Seidman,GA,01,house,2018,D,https://www.electseidman.com,True,True
Barbara Ann Radnofsky,TX,00,senate,2006,D,https://www.radnofsky.com,True,True
Barbara Ann Radnofsky,TX,00,senate,2008,D,https://www.radnofsky.com,True,True
Barbara Bollier,KS,00,senate,2020,D,https://bollierforkansas.com,True,True
Barbara Bollier,KS,00,senate,2022,D,https://bollierforkansas.com,True,False
Barbara Boxer,CA,00,senate,2002,D,http://www.barbaraboxer.com,True,True
Barbara Boxer,CA,00,senate,2004,D,http://www.barbaraboxer.com,True,True
Barbara Boxer,CA,00,senate,2006,D,http://www.barbaraboxer.com,True,True
Barbara Boxer,CA,00,senate,2008,D,http://www.barbaraboxer.com,True,True
Barbara Boxer,CA,00,senate,2010,D,http://www.barbaraboxer.com,True,True
Barbara Boxer,CA,00,senate,2012,D,http://www.barbaraboxer.com,True,True
Barbara Boxer,CA,00,senate,2014,D,http://www.barbaraboxer.com,True,True
Barbara Boxer,CA,00,senate,2016,D,http://www.barbaraboxer.com,True,True
Barbara Boxer,CA,00,senate,2018,D,http://www.barbaraboxer.com,True,False
Barbara Cegavske,NV,04,house,2018,R,http://www.votebarbara.com/,True,True
Barbara Comstock,VA,10,house,2018,R,https://www.barbaracomstockforcongress.com,True,True
Barbara Comstock,VA,10,house,2020,R,https://www.barbaracomstockforcongress.com,True,True
Barbara D Ms. Gaskins,NC,03,house,2022,D,https://www.barbara4congress.com,True,True
Barbara D Ms. Gaskins,NC,03,house,2024,D,https://www.barbara4congress.com,True,True
Barbara Kirkmeyer,CO,08,house,2022,R,https://www.kirkmeyerforcongress.com,True,True
Barbara L'Italien,MA,03,house,2018,D,https://www.barbaraforcongress.com,True,False
Barbara L'Italien,MA,03,house,2020,D,https://www.barbaraforcongress.com,True,False
Barbara L'Italien,MA,03,house,2022,D,https://www.barbaraforcongress.com,True,False
Barbara Lee,CA,13,house,2018,D,https://barbaraleeforcongress.org,True,True
Barbara Lee,CA,13,house,2020,D,https://barbaraleeforcongress.org,True,True
Barbara Lee,CA,12,house,2022,D,https://barbaraleeforcongress.org,True,True
Barbara Lee,CA,12,house,2024,D,https://barbaraleeforca.com/,True,True
Barbara Lee,CA,,senate,2024,D,https://barbaraleeforca.com/,True,True
Barbara Len Mallory Caraway,TX,30,house,2018,D,https://barbaramallorycarawayforcongress.org,True,True
Barbara Len Mallory Caraway,TX,30,house,2020,D,https://barbaramallorycarawayforcongress.org,True,True
Barbara Len Mallory Caraway,TX,30,house,2022,D,https://barbaramallorycarawayforcongress.org,True,False
Barbara Len Mallory Caraway,TX,30,house,2024,D,https://barbaramallorycarawayforcongress.org,True,False
Barbara Louise Sherry,AZ,02,house,2018,D,https://www.barbarasherryforcongress.com,True,True
Barbara Mikulski,MD,00,senate,2004,D,http://mikulski.senate.gov/,True,True
Barbara Mikulski,MD,00,senate,2006,D,http://mikulski.senate.gov/,True,True
Barbara Mikulski,MD,00,senate,2008,D,http://mikulski.senate.gov/,True,True
Barbara Mikulski,MD,00,senate,2010,D,http://mikulski.senate.gov/,True,True
Barbara Mikulski,MD,00,senate,2012,D,http://mikulski.senate.gov/,True,True
Barbara Mikulski,MD,00,senate,2014,D,http://mikulski.senate.gov/,True,True
Barbara Mikulski,MD,00,senate,2016,D,http://mikulski.senate.gov/,True,True
Barbara Mikulski,MD,00,senate,2018,D,http://mikulski.senate.gov/,True,False
Barbara Mrs. Arthur,SC,07,house,2022,R,https://barbaraarthurforsc.com,True,False
Barbara Ramsey,NE,01,house,2020,D,https://babsforcongress.com,True,True
Barbara Seidman,GA,01,house,2020,D,https://seidmanforgeorgia.com,True,False
Barbara Seidman,GA,01,house,2022,D,https://seidmanforgeorgia.com,True,False
Barbara Sharief,FL,20,house,2020,D,https://www.friendsofbarbarashariefforcongress.com,True,True
Barbara Sharief,FL,20,house,2022,D,https://www.friendsofbarbarashariefforcongress.com,True,True
Barbara Sharief,FL,20,house,2024,D,https://www.friendsofbarbarashariefforcongress.com,True,False
Baron P Hill,IN,00,senate,2016,D,https://www.baronhillforindiana.com,True,True
Baron P Hill,IN,00,senate,2018,D,https://www.baronhillforindiana.com,True,False
Baron P Hill,IN,00,senate,2020,D,https://www.baronhillforindiana.com,True,True
Baron P Hill,IN,00,senate,2022,D,https://www.baronhillforindiana.com,True,False
Baron P Hill,IN,00,senate,2024,D,https://www.baronhillforindiana.com,True,False
Barrington Deon Mr Ii Martin,GA,05,house,2020,D,https://barringtonvscongress.com,True,True
Barrington Deon Mr Ii Martin,GA,05,house,2022,D,https://barringtonvscongress.com,True,True
Barron Rae Bevels,AL,03,house,2024,R,https://www.barrronbevelsforcongress.com,True,False
Barry A Ellsworth,NV,00,senate,2012,D,https://www.barryellsworth.us,True,True
Barry Grissom,KS,00,senate,2020,D,https://barrygrissom.com,True,False
Barry Grissom,KS,00,senate,2022,D,https://barrygrissom.com,True,False
Barry Lindemann,NV,00,senate,2024,R,https://www.nvsenateseat.com,True,False
Barry Loudermilk,GA,11,house,2018,R,https://www.loudermilkforcongress.com,True,True
Barry Loudermilk,GA,11,house,2020,R,https://www.loudermilkforcongress.com,True,True
Barry Loudermilk,GA,11,house,2022,R,https://www.loudermilkforcongress.com,True,False
Barry Loudermilk,GA,11,house,2024,R,https://www.loudermilkforcongress.com,True,False
Barry Michaels,NV,03,house,2018,D,https://michaelsforcongress.com,True,True
Bart Gordon,TN,06,house,2018,D,https://teambart@bellsouth.net,False,False
Bart Gordon,TN,06,house,2020,D,https://teambart@bellsouth.net,False,False
Bart Gordon,TN,06,house,2022,D,https://teambart@bellsouth.net,False,False
Bart Gordon,TN,06,house,2024,D,https://teambart@bellsouth.net,False,False
Bartholomew L Mcleay,NE,00,senate,2014,R,https://bartmcleay.com,True,True
Bartholomew L Mcleay,NE,00,senate,2016,R,https://bartmcleay.com,True,False
Bartholomew L Mcleay,NE,00,senate,2018,R,https://bartmcleay.com,True,False
Bartholomew L Mcleay,NE,00,senate,2020,R,https://bartmcleay.com,True,False
Bartley F. Goldberg,MI,05,house,2022,D,https://www.bart4mi.com,True,True
Bartley F. Goldberg,MI,05,house,2024,D,https://www.bart4mi.com,True,False
Barton Leonard Baron,MI,00,senate,2006,R,https://bartbaron.com,True,True
Baxter Stapleton,OH,10,house,2022,D,https://www.baxterstapleton.com,True,True
Beatrice For Cardenas,CA,27,house,2020,R,https://www.beatrice2020.com,True,False
Beatrice For Cardenas,CA,27,house,2022,R,https://www.beatrice2020.com,True,False
Beatrice For Cardenas,CA,27,house,2024,R,https://www.beatrice2020.com,True,False
Beatriz Sandoval Reynoso,TX,34,house,2022,D,https://votebeatriz.com,True,True
Beau Alexander Ryan Mr Cannon,GA,11,house,2022,D,https://beaucannonforga.com,True,False
Beau Alexander Ryan Mr Cannon,GA,11,house,2024,D,https://beaucannonforga.com,True,True
Beau Liegeois,WI,08,house,2018,D,https://www.beauforcongress.com,True,False
Beau Liegeois,WI,08,house,2020,D,https://www.beauforcongress.com,True,False
Becky Anderson Wilkins,IL,06,house,2018,D,https://www.beckyforillinois.com/,True,True
Becky E Hites,FL,09,house,2022,R,https://www.hitesforcongress2022.com,True,True
Becky E Hites,GA,13,house,2020,R,https://hitesforcongress.com,True,True
Becky E Hites,GA,13,house,2022,R,https://hitesforcongress.com,True,True
Becky Edwards,UT,02,house,2024,R,https://beckyforutah.com,True,False
Becky Edwards,UT,00,senate,2022,R,https://beckyforutah.com,True,True
Becky Edwards,UT,00,senate,2024,R,https://beckyforutah.com,True,False
Belinda Gail Quarterman Noah,FL,00,senate,2010,R,https://belindanoahforsenate.com,True,True
Belinda Gail Quarterman Noah,FL,00,senate,2012,R,https://belindanoahforsenate.com,True,False
Belinda Gail Quarterman Noah,FL,00,senate,2014,R,https://belindanoahforsenate.com,True,False
Belinda Gail Quarterman Noah,FL,00,senate,2016,R,https://belindanoahforsenate.com,True,True
Belinda Gail Quarterman Noah,FL,00,senate,2018,R,https://belindanoahforsenate.com,True,False
Belinda Thomas,AL,02,house,2024,R,https://www.belindathomasforcongress.com,True,True
Ben Dewell,CA,20,house,2022,D,https://bendewell.com,True,True
Ben Diamond,FL,13,house,2022,D,https://votebendiamond.com,True,True
Ben Diamond,FL,13,house,2024,D,https://votebendiamond.com,True,True
Ben Garves,TX,25,house,2018,D,https://www.bengarves.com,True,False
Ben Garves,TX,25,house,2020,D,https://www.bengarves.com,True,True
